TITLE     = "Lid Driven Flow"
VARIABLES = "X"
"Y"
"U"
"V"
"psi"
"xi"
GEOMETRY
F=POINT
CS=GRID
X=-0.00728585189538,Y=0.5,Z=0
C=BLACK 
S=LOCAL
L=SOLID
PL=2
LT=0.1
CLIPPING=CLIPTOVIEWPORT
DRAWORDER=AFTERDATA
MFC=""
AST=PLAIN
T=LINE
DT=SINGLE 
1
2
0 0
1.01362788677 0
ZONE T="Extracted Points"
 STRANDID=0, SOLUTIONTIME=0
 I=295, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=BLOCK
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 2.884327667E-003 6.274387240E-003 9.664447047E-003 1.305450685E-002 1.644456759E-002
 1.983462647E-002 2.322468720E-002 2.661474608E-002 3.000480682E-002 3.339486569E-002
 3.678492457E-002 4.017498717E-002 4.356504604E-002 4.695510492E-002 5.034516379E-002
 5.373522639E-002 5.712528527E-002 6.051534414E-002 6.390540302E-002 6.729546189E-002
 7.068552077E-002 7.407558709E-002 7.746564597E-002 8.085570484E-002 8.424576372E-002
 8.763582259E-002 9.102588147E-002 9.441594034E-002 9.780599922E-002 1.011960655E-001
 1.045861244E-001 1.079761833E-001 1.113662422E-001 1.147563010E-001 1.181463599E-001
 1.215364188E-001 1.249264777E-001 1.283165365E-001 1.317065954E-001 1.350966543E-001
 1.384867132E-001 1.418767869E-001 1.452668458E-001 1.486569047E-001 1.520469636E-001
 1.554370224E-001 1.588270813E-001 1.622171402E-001 1.656071991E-001 1.689972579E-001
 1.723873168E-001 1.757773757E-001 1.791674346E-001 1.825574934E-001 1.859475523E-001
 1.893376112E-001 1.927276850E-001 1.961177438E-001 1.995078027E-001 2.028978616E-001
 2.062879205E-001 2.096779794E-001 2.130680382E-001 2.164580971E-001 2.198481560E-001
 2.232382149E-001 2.266282737E-001 2.300183326E-001 2.334083915E-001 2.367984504E-001
 2.401885092E-001 2.435785681E-001 2.469686419E-001 2.503587008E-001 2.537487447E-001
 2.571388185E-001 2.605288625E-001 2.639189363E-001 2.673089802E-001 2.706990540E-001
 2.740891278E-001 2.774791718E-001 2.808692455E-001 2.842592895E-001 2.876493633E-001
 2.910394073E-001 2.944294810E-001 2.978195250E-001 3.012095988E-001 3.045996428E-001
 3.079897165E-001 3.113797605E-001 3.147698343E-001 3.181598783E-001 3.215499520E-001
 3.249399960E-001 3.283300698E-001 3.317201436E-001 3.351101875E-001 3.385002613E-001
 3.418903053E-001 3.452803791E-001 3.486704230E-001 3.520604968E-001 3.554505408E-001
 3.588406146E-001 3.622306585E-001 3.656207323E-001 3.690107763E-001 3.724008501E-001
 3.757908940E-001 3.791809678E-001 3.825710416E-001 3.859610856E-001 3.893511593E-001
 3.927412033E-001 3.961312771E-001 3.995213211E-001 4.029113948E-001 4.063014388E-001
 4.096915126E-001 4.130815566E-001 4.164716303E-001 4.198616743E-001 4.232517481E-001
 4.266417921E-001 4.300318658E-001 4.334219396E-001 4.368119836E-001 4.402020574E-001
 4.435921013E-001 4.469821751E-001 4.503722191E-001 4.537622929E-001 4.571523368E-001
 4.605424106E-001 4.639324546E-001 4.673225284E-001 4.707125723E-001 4.741026461E-001
 4.774926901E-001 4.808827639E-001 4.842728078E-001 4.876628816E-001 4.910529554E-001
 4.944429994E-001 4.978330731E-001 5.012231469E-001 5.046131611E-001 5.080032349E-001
 5.113933086E-001 5.147833824E-001 5.181733966E-001 5.215634704E-001 5.249535441E-001
 5.283436179E-001 5.317336321E-001 5.351237059E-001 5.385137796E-001 5.419038534E-001
 5.452939272E-001 5.486839414E-001 5.520740151E-001 5.554640889E-001 5.588541627E-001
 5.622441769E-001 5.656342506E-001 5.690243244E-001 5.724143982E-001 5.758044124E-001
 5.791944861E-001 5.825845599E-001 5.859746337E-001 5.893646479E-001 5.927547216E-001
 5.961447954E-001 5.995348692E-001 6.029249430E-001 6.063149571E-001 6.097050309E-001
 6.130951047E-001 6.164851785E-001 6.198751926E-001 6.232652664E-001 6.266553402E-001
 6.300454140E-001 6.334354281E-001 6.368255019E-001 6.402155757E-001 6.436056495E-001
 6.469957232E-001 6.503857374E-001 6.537758112E-001 6.571658850E-001 6.605559587E-001
 6.639459729E-001 6.673360467E-001 6.707261205E-001 6.741161942E-001 6.775062084E-001
 6.808962822E-001 6.842863560E-001 6.876764297E-001 6.910664439E-001 6.944565177E-001
 6.978465915E-001 7.012366652E-001 7.046267390E-001 7.080167532E-001 7.114068270E-001
 7.147969007E-001 7.181869745E-001 7.215769887E-001 7.249670625E-001 7.283571362E-001
 7.317472100E-001 7.351372242E-001 7.385272980E-001 7.419173717E-001 7.453074455E-001
 7.486974597E-001 7.520875335E-001 7.554776073E-001 7.588676810E-001 7.622577548E-001
 7.656477690E-001 7.690378428E-001 7.724279165E-001 7.758179903E-001 7.792080045E-001
 7.825980783E-001 7.859881520E-001 7.893782258E-001 7.927682400E-001 7.961583138E-001
 7.995483875E-001 8.029384613E-001 8.063285351E-001 8.097185493E-001 8.131086230E-001
 8.164986968E-001 8.198887706E-001 8.232787848E-001 8.266688585E-001 8.300589323E-001
 8.334490061E-001 8.368390203E-001 8.402290940E-001 8.436191678E-001 8.470092416E-001
 8.503992558E-001 8.537893295E-001 8.571794033E-001 8.605694771E-001 8.639595509E-001
